player_id,2008,2009,2010,2011,2012,2013,2014,2015,2016
94041,,9831,9831,9831,,,,,
33451,9831,8588,8588,8588,,,7819,7819,7819
159394,9830,,,10264,10264,10264,,,
26263,9830,,,,,7794,,,
37791,9941,9941,9941,,,,,,
145066,,9847,9847,8521,8521,8521,,10215,
25659,9941,9941,9941,9941,,,,,
103470,9746,9746,9851,9851,9851,9851,9851,9941,9941
78904,,9830,,8481,8481,9747,9747,,
154230,,9827,9827,8588,9827,9827,9827,9827,
103468,,9746,,,,9837,9837,9837,9837
38084,9847,9847,9847,,,,,,
165608,,9746,,,7794,7794,,,
41098,,9829,9829,8481,8481,8481,8533,8121,8121
56929,,9855,9855,,,,,,
147959,,9855,9855,,,7730,7730,9956,10192
148948,,9829,,,9831,9831,,,
74838,9829,8481,8481,8481,8481,10249,,10249,
26130,8639,8639,8639,8639,8639,8639,4087,,
111704,9746,,,,,,,10215,
103869,9847,9847,9847,9836,9836,9747,9747,9747,9747
16323,9746,,,,,,,,
16428,,9874,,,,,,,
36123,8640,9874,9874,9874,10242,10242,9827,6391,6391
39565,,8588,8588,8588,,,,,
40011,,8588,8588,,,,,,
41312,,8588,8588,,,,,,
26139,,8588,8588,8588,,,,,
40010,,8588,8588,9851,9851,,,,
40012,,8588,8588,8588,,9941,,,
40009,,8588,8588,8588,,,,,
78186,,8588,8588,8588,8576,8576,8576,,
40018,,8588,8689,8689,8689,8689,9853,9853,9853
32776,,8588,8588,8583,8521,,,,
30670,8633,8592,8592,8686,8686,,,,
26311,,8592,8592,8583,8583,,,,
30536,9773,9773,9748,9748,9748,9748,,,
26334,,10179,8689,,,,,,
26324,8462,8689,8689,8689,8689,9748,9748,9748,
39989,9906,9847,9847,9847,,,,,
93350,,4170,4170,,,,,,
33452,,4170,4170,,,,,,
93348,,4170,4170,,,,,,
72424,9851,4170,4170,,,,,,
26211,,4170,4170,,,,,,
93353,,4170,4170,,9837,9837,,,
93996,,4170,4170,8481,,,,,
143750,,4170,4170,,,,,8689,8689
93356,,4170,4170,9836,9836,,,,
26521,,9831,9831,9831,,,,,
17875,,8481,8481,8481,8481,8371,8371,,
46242,,8481,8481,8481,8481,,,,
131991,,8481,,,9837,9837,7794,7794,7794
40960,,8682,8682,7844,7844,,,,
26057,,8682,8682,,,,,,
35637,,9829,9829,8592,8592,,,,
93327,,8481,8481,,,8481,,,
179522,,9941,9941,,,,,4087,
145070,,9941,9941,9941,9941,9853,9853,9853,9853
182923,,9748,9748,9748,9748,9748,9748,9748,9748
46705,,10249,10249,10249,10249,10249,10249,10249,10249
26250,,10249,10249,,,,,,
26255,,10249,10249,10249,8302,8178,8178,8178,9790
93466,,10249,10249,10249,10249,10249,10249,10249,
134236,,10249,10267,10267,10267,10267,,10233,8535
179511,,10249,10249,10249,10249,10249,,,10189
26014,,10249,9851,9851,9851,10249,10249,,
46711,,10249,10249,10249,10249,,10249,,
26051,,9873,9873,9873,9873,9853,9853,9853,9853
23075,,8689,8689,8689,,,,,
26364,,8689,8689,8689,8576,8576,8576,,
33546,9855,9855,9855,,,,,,
23051,,9855,9855,,,,,,
38773,,9855,9855,9831,8673,8673,,,
114582,,9853,,,,,,,
40964,9773,9773,8592,8592,8592,9773,9773,,
34231,10267,10267,,,,,,,
179393,,9827,9827,9827,9827,9827,9827,9827,9827
26085,,9831,9831,,,,,,
41127,,9831,9831,,,,,,
33446,,8588,8588,8588,9874,9874,9874,,
30897,8479,8588,8588,8588,,,,,
33433,,8588,8588,8588,7794,7794,,,
134222,,9874,9874,9874,9874,9874,9874,,
26015,,10249,10249,,,,,,
41124,,10249,10249,10249,10249,10249,10249,10249,10249
94021,8682,8682,,,10215,9764,9764,,
25664,,9873,9873,108893,,,,,
37944,,9855,,,,,,,
37273,,9853,9853,8530,8530,8530,9882,9882,
41221,,8588,8588,,,,,,
128456,,10249,10249,10249,10249,10249,10249,8540,9837
33769,,9829,9829,,,,,,
26222,,9873,9873,9873,9873,9873,,,
38230,,9847,9847,9847,,,,,
150869,,9748,9748,9748,9831,9831,9831,8302,8302
94324,,9874,9874,,,,,,10242
40044,,8592,8592,10249,10249,,10249,,
189181,,9851,,,9851,,,9851,
25657,,9851,9851,,,,9830,9830,
26022,,10249,10249,10249,,,,,
30907,8371,8371,9827,9827,9827,8530,8530,9827,9827
26262,,8481,8481,,9837,9837,,,
165679,,8588,8588,8588,,,,,
104432,,8682,,,,,,,
25519,,9874,9874,9874,8533,8533,8533,8524,8524
102699,,9873,9873,9873,9873,8592,9851,,8603
25852,,4170,4170,7955,,,,,
176801,,4170,4170,,,,,,
93346,,4170,4170,,,,,,
107408,,4170,4170,,,,,,
5631,,4170,4170,,,,,,
179523,,9941,9941,,,,,,
186120,,8689,,,,,,,
26132,,8689,8689,,,,,,
26372,,8682,,,,,,,
94044,,9847,9847,8521,10242,10242,,,
27431,,9855,9855,,,,,,
11316,,9873,,,,,7794,7794,7794
150565,,8639,9829,9853,9853,9789,9789,9789,9789
38863,9810,9851,,,,,,,
112561,,9853,,,,,,,
33424,,4170,4170,7730,7730,7730,,,
25521,,,9853,9748,7878,7878,7878,,
35996,8697,8226,9853,,,,,,
26383,9810,9810,4170,,,,,,
195299,,8588,8588,8588,9941,9941,9847,9847,9847
93478,,9831,9831,,,,,,
41348,,,9874,9874,,,,,
94289,,,8682,,,,8460,8460,
157860,,,9874,,,,,,
179520,,,9874,9874,9874,9874,9874,,
19014,,4170,4170,,,,,,
180284,,,9941,9941,,,,,
38865,,,9941,,,,10235,10235,9925
41360,,,8588,8588,10249,10249,9748,9748,9748
95227,,9931,9855,,7794,,,,
89475,,,9873,9873,9873,9873,9747,9747,9747
150296,,,8689,,,9865,9865,9865,
30914,8721,8721,8721,10267,10267,10267,10267,,7878
186805,,,4170,,,9747,9747,9747,9747
134221,,,4170,,,9747,9747,10249,10249
72623,,9853,9853,,9910,9910,9910,9910,9906
69509,,4170,4170,,,,,,
145067,,,9847,,,,,,
31307,,8588,8588,,,,,,
39233,,8689,,,,,,,
47333,,9874,,,,,,,
186806,,,9855,,,,,,
93984,,,10249,10249,10249,10249,10249,10249,10249
30899,,,8588,8588,,,,,
2907,,10249,10249,9829,,,,,
26329,,,9941,,,,,,
179403,,8682,8682,,,10179,10179,,
164678,,,8682,,,,,,
179396,,,9855,,,,,,
199833,,,9855,,9857,8636,7943,9857,9857
161421,,,9853,9853,9853,9853,9853,8721,8721
26141,,8588,108893,108893,,,,,
41083,,,8689,8689,8689,8689,8689,,
210128,,,9829,9829,,9831,9831,9831,9831
179791,,,7819,7819,8600,8600,8600,8600,8600
161291,,,7819,7819,7878,7878,7878,7878,7878
46662,,,7819,7819,7819,,,,
40549,,,9827,9827,,,9827,,
157289,,,9827,9827,,,,,
11320,,,8521,8521,8639,8639,,,
39965,,,8521,8521,8521,,9853,9853,9831
157806,,,8521,8521,,,,,
41182,,,8521,8521,8521,8521,8588,8588,
35444,,,8521,8521,8521,8521,,177361,
33344,,,8521,8521,8521,,,,
37560,,,8521,8521,8521,8521,,,
69835,,,8521,8521,,,,,
134232,,,8521,8521,8639,8639,8639,9853,9853
157288,,8177,9831,9831,9831,9831,9831,,
198277,,,9873,9873,,,9827,9827,9827
49851,,,10249,10249,10249,10249,,,
179845,,,7819,7819,9853,9853,9853,9853,
178574,,,9941,9941,,,7869,7869,
46653,,9941,9941,9941,9941,9837,9837,9837,9837
210922,,,9853,9853,9873,9873,9873,,
46224,,,108893,108893,,,,,
41464,,8394,108893,108893,,,,,
179774,,,108893,108893,,,,,
42695,,,108893,108893,,,,,
23355,,,108893,,,,,,
27573,,,108893,108893,,,8588,,
25642,,,108893,108893,,,,,
184520,,,9851,9836,9836,,,9876,9876
95076,,,9851,9851,8583,,,,
173955,,,9851,9851,9874,9874,,8121,
33929,,9868,9868,,,,,,
93359,,,8521,8521,,8521,,,
167557,,,8521,8521,8521,8521,,10242,10242
127207,,,9941,9941,,,,,
143752,,,8583,8583,8576,8576,,,
166020,,,9851,9851,9851,9873,9941,9941,9941
179795,,,9851,9851,7878,7878,9773,9773,9773
318656,,,9941,,9941,,,,
187017,,,9853,9853,9853,9853,9853,9875,9875
40537,,,9748,9748,9831,9831,9831,9747,9831
39793,,,10249,10249,,,,,
93471,,,8521,8521,8521,8521,,,
41465,,,108893,,,,,,
34417,,,8583,8583,8583,8689,8689,,
40025,,,8592,8576,,,,,
202443,,,9873,9873,9873,8689,8689,9773,9773
16292,,,7819,,,,,,
179792,,,7819,7819,,,,,
33440,,,8521,8521,,,,,
159352,,,8521,8521,8521,8521,,,
46549,,,8521,8521,8521,8521,,,
180292,,,9873,9873,,,,,
186813,,,108893,108893,,,,,
134285,,,108893,108893,,,,,
240367,,,9827,8481,8481,9904,9904,9904,9904
40707,,,9827,9827,9827,9827,9827,9827,9827
230982,,,8588,8633,8633,8633,8633,8633,8633
46704,,,9851,,,,8550,8550,9837
26409,,,9941,9831,,,,,
210185,,,9873,9873,9873,9873,8640,8640,8640
93994,,,108893,108893,8481,8481,,10242,
46470,,,108893,108893,,,,,
186153,,,,8689,,8689,8550,8550,
93361,,,,8521,8521,8521,,,
26028,,,,108893,,,8550,,
151009,,,,9851,9851,9851,9851,,
210146,,,,8481,,,8689,8689,8689
160220,,,,8588,,,,6391,6391
215798,,,9829,9829,,9829,9829,9847,9847
190741,,,,9941,9941,9941,9941,9941,
111193,,,,7819,,,,,
111917,,,,8583,8583,,,,
131995,,,,8481,8481,8481,9837,8689,8689
143945,,,,10228,10228,10228,10228,,
156716,,,,9874,9874,9874,7794,7794,7794
246330,,,,7819,,,,,
246331,,,,8583,8583,,,10264,10264
251243,,,,9831,9831,9831,9831,9831,
179517,,,9851,9851,9851,10249,10249,7794,
179773,,,,108893,,,,,
260564,,,,8583,8583,,,,
46241,,,,7819,7819,8564,10249,8564,8564
182925,,,9748,9748,9748,9748,9748,9748,9748
40014,,,,9829,,,,,
242958,,,,9847,10242,9873,9847,9853,9853
26367,,,,9853,,,,,
238786,,,,8588,,10281,10281,10233,
214972,,,,8588,8302,8302,9829,9829,8636
41358,,,108893,,,,,,
38810,,8165,108893,10189,,,,,
143790,,,9941,9941,7730,7730,7730,10190,10190
120919,,,8481,,,,,,
192770,,,8697,9941,9941,9941,9829,9829,10267
184576,,,,9941,9941,,,,
33080,,,,9941,9941,,,,
38700,9906,9906,9768,8394,9853,,,9938,9938
26410,,,,4087,,,,,
210691,,,,4087,4087,4087,4087,8592,8592
93343,,,,4087,4087,4087,4087,,
46708,,,,4087,4087,4087,4087,4087,
34045,8722,8722,8722,8722,4087,4087,,,
210694,,,,4087,4087,4087,4087,,
26333,,,,4087,4087,4087,4087,4087,
211139,,,,4087,4087,,,,
11319,,,,9851,9851,9851,9851,9851,9851
38216,9790,9790,9790,9851,9851,9851,9851,,
279866,,,,8583,,,,,
47552,,8558,8558,8583,8583,,8525,8525,
30563,,,,8639,8639,8639,8639,8639,8639
114724,10215,10215,10215,10215,8689,8689,8689,8689,7841
113599,,,,8689,8689,8689,,,
27659,,8540,8540,9847,9847,9847,9847,9847,9847
24132,9885,9885,9885,9847,9847,8535,8581,8581,
129391,,8540,8540,9847,9847,9847,9847,9847,9847
41160,,,,8481,8481,8481,,10242,10242
279175,,,,9836,9836,8689,8689,,
185067,,,,9836,,,,,
210400,,,,9836,9836,,,,
210402,,,,9836,9836,,,,
210404,,,,9836,9836,8689,9853,9853,9853
210403,,,,9836,9836,,,,
210405,,,,9836,,,,,
210406,,,,9836,9831,9831,9831,8639,8639
154232,,,,9827,9837,9837,9837,8302,8302
187669,,,,8689,8689,8689,8689,4087,8121
292888,,,,9874,9874,9874,,,
32574,,9885,9858,8521,8521,9941,9941,,
52054,,,,8521,8521,,,,
14560,,,,8521,8521,8521,9941,,
93488,,,,9748,9748,9748,9748,9748,9748
16493,,,,9941,9941,9941,9941,9941,9941
31047,,,,8576,8576,8576,8576,,9864
118850,,,,8576,8576,8576,,,
46246,,,,8576,8576,8576,,,
40721,,,,8576,8576,,9873,,8581
143757,,,,8576,8576,8576,8576,8689,7794
154233,,,,8576,8576,8576,8576,10249,
37567,,,,8576,8576,8576,8576,,
38728,,,,8576,8576,,,,
115297,8603,8603,,9831,9831,8530,8530,,
40017,,,,9836,,,,,
279178,,,,9836,9836,9874,,,
172568,,,,9873,9873,,,,
95597,,,,4087,4087,4087,4087,,
74169,,,,4087,4087,4087,4087,4087,9910
21751,,,,4087,4087,4087,,,
279181,,,,4087,4087,8592,8592,,
33448,,,,8583,8583,,,,
45237,9809,9809,10264,9853,8603,8603,8603,,
40840,,,,9853,9853,9830,9830,,
167254,,,,8481,,,,,
279879,,,,9941,9941,9941,9941,9941,9941
33782,8686,8686,8686,8686,9847,9847,8564,8564,8564
179798,,,,9836,9836,,,,
104392,,,,9836,9836,,,,
41194,,,,4087,4087,4087,4087,4087,
46221,,,,8576,8576,8576,,,
148830,,,,8576,8576,8576,8576,9851,9851
169193,,,,9748,9748,9748,9748,9748,9748
279873,,,,7819,7819,,8600,8600,8600
289155,,,,7819,7819,,7819,7819,
210115,,,,8689,8689,,,8689,
192316,,,,8689,8689,8689,,8689,
154949,,,,9748,9748,9748,9748,,
50651,,,,9831,,,,,
26346,,,,8576,8576,8576,,,
201939,,,,9874,9874,9874,9874,10205,10205
177688,,,9956,8689,8689,8537,8537,,
243248,,,,9851,9851,9851,9837,10242,10242
71472,,,,8576,8576,,,,
18945,,,,8521,8521,,8543,8543,8543
38805,,,,4087,4087,4087,6433,,
279173,,,,7819,7819,,10268,9783,9783
33109,,,,10249,10249,10249,10249,10249,10249
40021,,,,8576,8576,8576,,,
46230,,,,8576,8576,8348,,,
155548,,9809,9809,9809,9831,9831,9831,9831,
210453,,,,9831,9831,7730,,,
210390,,,,9851,9851,9851,9851,9853,9853
210117,,,,,9748,9748,9748,9748,9748
34304,8636,8634,8634,8634,9847,9847,9847,9847,9847
122047,,,,,9827,9827,9827,9827,8302
132809,,10192,10192,10192,9874,9874,10199,10199,
208688,,,9986,,9836,,,,
25824,,10243,10243,10243,8521,,,,
35560,,,,4087,4087,,,,
210114,,,,8689,8689,8689,8689,8689,8689
179415,,,,,8689,8689,8689,8689,8689
179412,,,,,8689,9747,9747,,
210111,,,,,8639,8639,9847,9847,8686
210451,,,,,8689,8689,8689,8689,8689
46430,,,,,7819,,,,
26852,10233,8636,8636,8636,9847,9847,9847,9847,9847
300045,,,,,9874,7730,7730,,
112117,,,,8521,8521,,,,
302985,,,,,8521,,,,
46701,,,,4087,4087,,,,
188413,,,,9941,9941,9941,9941,9941,9941
261609,,,,9851,9851,7878,7878,7878,7878
173699,,,,,9836,,,,
210692,,,,,4087,4087,4087,10249,10249
120915,,,,,8583,9777,,,
279185,,,,9748,,,,,
182106,,,,9748,10167,10167,10167,10167,
26390,,,,,4087,4087,,,
244774,,,,,7841,9800,7841,,
148827,,,,,8521,8521,7878,7878,
41195,,,,,8689,8689,8689,8689,
39136,,10243,10243,10243,9873,,9930,9930,
264085,,,,,9853,9853,9853,9853,7819
103691,,,,,8576,8576,,7819,
244558,,,,,9874,9874,,10249,10249
111819,,,,,8592,,,,
190451,,,,9853,,9853,,,
192319,,,,4087,4087,4087,4087,4087,
189908,,8358,8358,8576,,,,,
46884,,,,9836,,9747,9747,9747,
112119,,10219,10219,10229,8521,8521,,9904,
140951,,,,,7794,,9873,,
277384,,,,,7794,7794,,8121,8121
46243,,,,,7794,7794,7794,7794,7794
42693,,,,,7794,7794,7794,7794,7794
46468,,,,,8576,8576,,,
39311,8535,8535,8535,8535,8576,8576,,,
94306,,,,,9831,9831,,,
18734,,8593,,8593,9831,9831,9831,,
109651,8593,8593,8593,8593,8593,9847,9847,9847,9847
80562,,8564,8564,8564,9847,9847,9847,9847,9847
190972,,,,,9847,9847,9847,9847,9847
35724,8636,8634,8634,8564,9847,9847,9847,9847,9847
154228,,,,,10242,10242,,10242,10242
39303,,,,,10242,10242,,,10242
33444,,,,,10242,10242,,,
41332,,,,,10242,9829,9876,9876,8639
33116,,,,,10242,10242,,10242,10242
185000,,,,,4087,4087,4087,4087,
210120,,,,,9748,9748,9748,9748,9748
179891,,,,,8592,8592,4087,4087,
149583,,,,,8592,8592,8592,,
40189,,9768,9768,9768,9772,9941,,,
210184,,,,,9941,9941,9941,9941,9941
46244,,,,,7794,7794,7794,7794,7794
94019,,,,,7794,7794,8550,8550,
93332,,,,,7794,7794,7794,,
246332,,,,,8481,,,,
94329,,,,,8481,,,,
30900,,,,,9837,9837,9837,9837,9837
154229,,,,,9837,9837,9837,9837,
46448,,,,,9837,9837,9837,9837,9837
89476,,,,,9837,9837,9837,9837,9837
159839,,,,,10249,9837,9837,9837,9837
26335,,8358,8358,,9874,9874,9874,9831,
178091,,,,,9874,9874,,,
93485,,,,,9831,9831,9831,9831,9831
237631,,,,,9831,9831,9831,9853,9853
210398,,,,,9851,9851,8592,8592,8592
19297,,,,,10242,10242,,10242,10242
46891,,,,,10242,10242,,10242,10242
18925,9875,9875,9875,9875,9875,9847,9847,9847,
41886,,,,,7794,,,,
179769,,,,,7794,,,,
210683,,,,,9837,9837,9837,9837,9837
46892,,,,,9837,9837,9837,9837,9837
140982,,,,,9837,9837,9837,9837,
352833,,,,,9827,9827,9827,9827,9827
303360,,,,,9941,9941,9941,9941,9941
215307,,,,,10249,,10249,10249,10249
194479,,,,,9851,8689,8689,7794,7794
11317,,,,,9837,,9837,,
186815,,,,,8689,8689,,,
352842,,,,,4087,4087,,,
308843,,,,,8592,8689,8689,8689,8689
26423,,,,,10242,10242,9873,,
363359,,,,,10242,10242,,10242,10242
185704,,,,10211,9777,9874,10179,,
317408,,,,,7794,,7794,,
292772,,,,,9827,9827,9827,9827,9827
279449,,,,,9851,9851,,,
40657,,,,,10242,9874,9874,,
229855,,,,,10249,10249,10249,10249,10249
202633,,,,,10249,10249,10249,10249,10249
304563,,,,,10249,10249,,,
245287,,,,,9837,9837,9837,9837,
277441,,,,,9837,,,,
184521,,,,,,8521,,,
277439,,,,,,7794,7819,7794,
360166,,,,,9873,9873,9873,,
215299,,,,,,9847,9847,9847,9847
92263,,,,,,4087,4087,4087,
20329,,,,,,9874,,,
242156,,,,,8639,8639,8639,8639,8639
421785,,,,,,8521,,,
199810,,,,,,9873,9748,9748,8689
167555,,,,,8481,8481,,,
71602,,,,,,9747,9747,9748,9910
352879,,,,,9847,9847,9847,9847,9847
210142,,,,,,10249,10249,10249,10249
210122,,,,,,9831,9831,9831,
391064,,,,,,9831,9831,9853,9853
14521,,,,,,9873,9873,,
78411,,,,,8521,8521,,8121,8121
181197,,,,,,9837,9837,9837,9837
79246,,,10179,10179,8721,9931,9931,7794,9851
101041,,,,,10242,10242,,,
360156,,,,,,8481,,,
176299,,9931,9931,,,7794,,8613,8613
40558,10215,10215,10215,10215,,8592,4087,4087,
37173,,10235,10235,10235,10218,9831,10218,10218,10218
266995,,,,,,9800,,,
30612,,8564,8564,,,9847,,,
196805,,,,,8639,7794,4087,8689,
215079,,,,,8370,8689,,,
26164,,,,,,8521,,,
279461,,,,,,9873,9873,,
421786,,,,,,8592,8592,9885,9885
352887,,,,,,9851,9851,9851,7878
167035,,,,,,9748,9748,9748,9748
319822,,,,,,9748,9748,9748,8639
297579,,,,,,9827,9827,9827,9827
444000,,,,,,9851,9851,9851,9851
70074,,,,,,9851,9851,9851,
289252,,,,,,8521,,,
287224,,,,,,7794,7794,,
409193,,,,,,9941,9941,6391,6391
210164,,,,,,9847,7794,10205,10205
30749,9790,9790,9790,9790,4087,,,,
41101,,9853,,,10242,,,,
172615,,,,,8639,8639,8639,8639,
115184,,,,,,9829,9829,9829,9829
359188,,,,,,9829,9829,9829,9829
30738,8634,8634,8634,8634,8634,9829,9829,,
164684,,,9773,9773,9773,9773,9829,8633,8633
357080,,,,,,9829,9829,9829,8592
354467,,,,,,9829,9829,9829,9906
473851,,,,,,9874,9874,,
280965,,,,,,8592,8592,8592,8592
352994,,,,,,8689,8689,8689,8689
94321,,9851,,,,9837,9837,9837,9837
435214,,,,,,9941,9941,9941,9941
21414,8661,,,9869,9869,9941,9941,9941,9941
258873,,,,,,9830,9830,10233,
52265,,,,,,9830,9830,9830,9830
193866,,,,,,9830,9830,9830,8697
248169,,,,,,9830,9830,9830,7819
348408,,,,,,9830,9830,9830,9830
303139,,,,,,9747,9747,9747,
277412,,,,,,9747,9747,9747,9747
33114,,,,,,9747,9747,,
41364,,,,,,9747,9747,9747,9747
37986,,,,,,9747,9747,9747,9747
173427,,,,,,9827,9827,10267,10267
25540,,,,,,8639,8639,8639,8639
35112,8540,8540,8540,8686,8686,8639,8639,8639,
31014,8302,8302,8302,8558,8558,7794,7794,7794,
31314,,,9885,9885,,7794,7794,8030,8030
169865,,,,,,9941,9941,9941,9941
418137,,,,,,9873,9873,,
215411,,,,,,9873,9873,,
24493,8540,9857,9976,9857,9857,9829,9829,9829,9829
466357,,,,,,9829,9941,9941,9941
37549,9768,9768,9768,9773,9773,9829,9829,9829,9829
355901,,,,,,10249,10249,10249,10249
154238,,,,,,8576,,,
97521,,,,,,8576,8576,,
474102,,,,,,8576,8576,,
213319,,,,,,8576,7794,8639,8639
112935,,,,,,9837,9837,9837,
210119,,,,,,9748,9748,9748,9748
267365,,,,,8686,8686,9847,9847,9847
49677,8540,8540,8540,9875,9875,9875,9847,9847,9847
478393,,,,,,9851,9829,9829,9829
25329,,,,,,4087,4087,7794,
467689,,,,,,4087,4087,4087,9830
230900,,,,,,4087,4087,4087,9747
198593,,,,,,9873,9873,,
24385,,8394,10278,10278,9783,9783,9941,9941,9807
40007,,,,,,9747,9747,10242,9747
26114,,,,,,9747,9747,9747,9747
41103,,,,,,9830,9830,9830,
169217,,,,8548,8548,9830,9830,9830,9830
94307,,,,,,9830,9830,9830,7819
291642,,,,9874,,9874,9874,,
290022,,,,,,9874,9874,9851,
112012,,,10192,10192,10192,9874,9874,,
215311,,,,,,9831,,,
186811,,,,,,9748,,9748,
150080,,7841,9773,,10264,9768,9748,9768,7878
51509,,,,,,8576,8576,,
94033,,,,,,8576,8576,,
18628,8479,8479,10205,10205,10205,4087,4087,,
211146,,,,,,9830,9830,,
447107,,,,,,9851,,,
281974,,,,,,9874,9874,,
184591,,,,,10211,9837,9837,9837,9837
473858,,,,,,9851,9851,,
213106,,,,,,9851,9851,,
26045,,,,,,7794,,,
496285,,,,,,9874,9874,,
26391,,,,,,8576,,,
491167,,,,,,9747,9747,9747,9747
278338,,,,,,9747,9747,,
11332,,,,,,9830,,,
170344,,,,,,4087,4087,,
478997,,,,,,8576,8576,,
156664,,,,,,9747,9747,9747,
162914,,,,,,,9874,8639,8639
303165,,,,,,,9874,,
239259,,,,,,,9829,9831,9831
196947,,,,,,,9873,8689,8689
400962,,,,,,4087,4087,4087,
303358,,,,,,9748,9748,9851,9851
357881,,,,,,,8639,8639,8639
210682,,,,,,,9941,9941,
46689,,,,,,,8576,,
497763,,,,,,,9874,,
14593,,,,,,9837,9837,,
69541,,,,,,,9851,9851,9851
231199,,,,,,,9851,9851,9851
512723,,,,,,9827,9827,,
263511,,,,,,,9830,9830,9830
16254,,10199,10199,10199,10192,10192,9941,10242,10242
434265,,,,,,,7794,,
473852,,,,,,,9748,9748,9748
303155,,,,,,,9830,9830,9830
154856,,,,,,,9747,9747,
95513,,4170,,,,8689,,,
518538,,,,,,,8576,,
490181,,,,,,8576,8576,,
303089,,,,,9831,9831,9831,9831,
526223,,,,,,,8576,,
424918,,,,,,9837,9837,9837,9837
469852,,,,,,9748,9748,9748,9748
466430,,,,,,,9829,10242,10242
409003,,,,,,,7794,7794,
481694,,,,,,8689,8689,,
206795,,,,,,8673,9941,8673,
352860,,,,,,9831,9831,9831,
396912,,,,,,,9831,9831,
501543,,,,,,,9831,,
493467,,,,,,,9827,9827,
421441,,,,,,,9830,,
435960,,,,,,9847,7794,9847,9847
445856,,,,,,9851,,,
210118,,,,,,4087,,,
562995,,,,,,,8592,8592,
210126,,,,,,,7819,7819,7819
46726,,,,,,,7819,7819,7819
128666,,,,10264,10264,,7819,7819,7819
352943,,,,,,,7819,7819,7819
210466,,,,,,,7819,4087,
191788,,,,2033,2033,10214,9851,9851,9851
304856,,,,,10243,10243,10243,9851,9851
445226,,,,,,,8588,8588,
240477,,,,,,,8588,8588,
41236,,,,,,,8588,8588,6391
441871,,,,,,,8588,8588,
46412,,,,,,,8588,8588,
103866,,,,,,,8588,8588,
277341,,,,,,,8588,8588,
173484,,,,,,,9941,9941,
563069,,,,,,,9941,9941,9941
129393,,,,,,,9941,9941,9941
354472,,,,,,,7819,,8689
163160,,,,10249,,,7819,7819,
120598,,,,,,,9747,9747,9747
45400,,,,,,,9747,,
195706,,,,9777,9777,9777,9941,9941,9941
177941,,,,,,,9851,8722,
288783,,,,,,,4087,4087,
564856,,,,,,,7794,7794,7794
192711,,,,,,,7794,7794,7794
18576,,9789,9789,9789,9789,,10249,10249,
150297,,,,,,,9829,9829,9829
46712,,,,,,,8689,8689,8689
79264,,,,,,,9830,9830,
562697,,,,,,,9830,9830,9830
174062,,,,,7842,9773,9773,9831,
294859,,,,,,,9831,9831,9831
466308,,,,,,,9827,9827,9827
512740,,,,,,,9827,9827,9827
304860,,,,,10192,10192,10192,8639,10199
187563,,,,,,,8550,8550,
210429,,,,,,,8550,8550,
426878,,,,,,,8550,8550,
426873,,,,,,,8550,8550,9905
278341,,,,,,,8550,8592,8592
179866,,,,,,,8550,8550,
79747,,,2182,2182,2182,,8550,8550,
563068,,,,,,,8588,8588,
478345,,,,,,,8588,8588,
564712,,,,,,,8588,8588,
179893,,,,,,,8588,8588,
423058,,,,,,,8588,8588,
438167,,,,,,,8588,8588,
164519,,,,,,,9941,9941,9941
103714,,,,,,,7819,7819,7819
181619,,,,,,,4087,4087,
35121,,,,,,,4087,4087,
38907,,,,,8370,,4087,4087,2182
409161,,,,,,,9748,9748,
473855,,,,,,,9830,8592,8592
188467,,,,,,,8689,8689,8689
179828,,,,,,,8689,8689,8689
562694,,,,,,,8689,8689,
185625,,,,,,,8550,8550,
120917,,,,,,,8550,8550,
304022,,,,,,,8550,,
317062,,,,,,,4087,4087,9830
308088,,,,,,,8588,8588,
488139,,,,,,,9829,9829,9829
468931,,,,,,,7819,9829,9829
167027,,,,8305,8305,8305,8592,8592,8592
161396,,,9823,9823,9823,9823,9827,9827,9827
188465,,,,,,,9853,9853,9853
116253,,,,,,,8550,8550,
450812,,,,,,,8550,,
147614,,,,,8358,8358,9851,9851,9851
562685,,,,,,,9941,9941,
265591,,,,,,,8588,8588,
185386,,,,,,,9827,,
574633,,,,,,,9831,9831,9831
169015,,,,,,,9831,9831,9831
307226,,,,,,,7794,,
605848,,,,,,,,9941,9941
193807,,,,,,,8550,8550,
533212,,,,,,,8639,9829,
365672,,,,,,,,8639,8639
289140,,,,,,,,9827,9827
450002,,,,,,,9829,9829,9829
317932,,,,,,,8592,8592,
277390,,,,,,,,8588,
606491,,,,,,,,9747,9747
611223,,,,,,,,8639,8639
435669,,,,,,,8639,9829,8639
307224,,,,,,,,8639,
277443,,,,,,,,9837,
388025,,,,,,,,8550,
280977,,,,9768,,9768,9827,9827,
420867,,,,,,,,8689,8689
426880,,,,,,,,9748,9748
279172,,,,,,,9827,7819,9830
158886,,,9956,,,10190,10190,9830,9830
267008,,,,,,,,9829,
505866,,,,,,,,8550,
563216,,,,,,,,9829,
543358,,,,,,,,8689,8689
610533,,,,,,,,4087,
491883,,,,,,,,9831,8121
212697,,,,,,,,4087,
613715,,,,,,,,9831,
609841,,,,,,,,8588,
562719,,,,,,,,9830,
574642,,,,,,,,10249,10249
92095,,7955,7955,7955,10179,10190,10179,10249,
612747,,,,,,,,9827,9827
519575,,,,,,,,9827,9827
