team_id,2008,2009,2010,2011,2012,2013,2014,2015,2016
8456,"[23939, 30340, 40198, 42119, 24208, 24209, 24211, 24213, 41622, 30367, 33963, 30509, 33974, 26436, 31432, 107216, 40792, 51553, 39027, 34299, 25342]","[40198, 30598, 98057, 24208, 24209, 24213, 41622, 30367, 24224, 38817, 30635, 33963, 30509, 24499, 47413, 30646, 33974, 33086, 33633, 39027, 33781]","[191616, 30598, 36615, 108808, 24208, 24209, 24213, 38807, 30367, 24224, 38817, 30635, 33963, 30509, 30646, 33086, 31432, 37459, 36183, 40792, 24159, 16351, 23782, 30831, 30960, 39027, 33781]","[38817, 36183, 23782, 30598, 31432, 36615, 108808, 15403, 178955, 30509, 30831, 24208, 16351, 39027, 37459, 38807, 40792, 34942, 33086, 24159]","[38817, 37412, 26181, 23782, 30598, 31432, 36615, 108808, 15403, 30509, 282286, 30831, 24208, 39027, 37459, 38807, 31291, 33086, 16351]","[191616, 109058, 37412, 26181, 103428, 36615, 31432, 40196, 15403, 30509, 213485, 24208, 39027, 37459, 38807, 31291, 41467, 33086, 16351]","[191616, 40196, 156551, 36615, 585352, 38807, 37412, 30631, 15403, 30509, 75310, 31291, 33086, 26181, 33991, 31432, 37459, 16351, 213485, 101103, 39027, 41467, 92666, 30459, 26111]","[40196, 143365, 156551, 36615, 38807, 28955, 37412, 30631, 15403, 30509, 246575, 31291, 26181, 33991, 31432, 37459, 16351, 101103, 169200, 174321, 39027, 78324, 92666, 30459, 643709, 26111]","[40196, 143365, 156551, 36615, 28955, 37412, 30509, 246575, 31291, 26181, 33991, 31432, 37459, 16351, 101103, 169200, 174321, 39027, 78324, 30459, 643709, 26111]"
8457,[],[],[],"[34656, 32931, 24260, 17606, 34471, 23755, 470412, 32955, 25166, 40624, 32880, 35574, 32503, 41592, 33913, 24575, 8925, 34239]","[470412, 32931, 40624, 32952, 32955, 34239, 24000, 32453, 17606, 32968, 23755, 25166, 75348, 188503, 8925, 34656, 32880, 58486, 32503, 41592, 33913, 35574, 24575]",[],[],[],[]
8460,[],[],[],[],[],[],"[269666, 94883, 215804, 75397, 291015, 469705, 182892, 343757, 26928, 94289, 208208, 94164, 35828, 464500, 37335, 37048, 141082, 36379, 35708, 97727]","[269666, 94883, 215804, 36389, 75397, 291015, 469705, 164494, 26928, 94289, 208208, 94164, 35828, 464500, 37335, 37048, 141082, 36379, 35708, 97727]",[]
8462,"[30348, 23953, 23190, 24216, 40987, 63520, 38820, 25517, 23988, 24373, 24630, 47418, 36286, 25543, 24653, 26324, 30830, 34418, 34036, 23285, 26108]","[23939, 23953, 37140, 24216, 40987, 38820, 34601, 24747, 25517, 38704, 24368, 24373, 24630, 46518, 30901, 47418, 33850, 36286, 25543, 24137, 25421, 24528, 23889, 38368, 30830, 34418, 34036, 26108]","[23939, 155913, 25995, 146830, 23953, 37140, 40987, 193952, 24747, 25517, 38704, 24368, 24373, 46518, 30901, 47418, 36286, 40004, 25543, 27335, 24137, 25421, 24528, 23889, 38368, 23271, 26347]",[],[],[],[],[],[]
8464,[],"[27168, 45473, 26528, 31296, 30880, 26533, 163161, 45482, 28971, 39213, 26510, 26674, 160211, 45950, 109653, 33657, 42715, 41596, 45470]","[209418, 38798, 26510, 26010, 27168, 45473, 26528, 30880, 212512, 27177, 28971, 39213, 26542, 200238, 31294, 31296, 165825, 178758, 41162, 184522, 109653, 42715, 73447, 33657, 45950]","[209418, 209419, 26510, 38798, 27168, 212512, 27177, 45481, 39213, 200238, 26044, 102719, 178758, 41162, 184522, 35022, 109653, 73447, 99306, 243440, 230133]","[209418, 209419, 352395, 26510, 110110, 213801, 45481, 110139, 26044, 178758, 41162, 184522, 35022, 31568, 109653, 26463, 42592, 73447, 26473, 99306, 230133, 39801]","[275457, 150021, 209418, 209419, 352395, 26510, 161937, 95257, 282011, 110110, 232096, 110113, 469282, 305827, 45481, 213801, 22969, 466889, 41162, 466890, 35022, 31568, 112471, 42592, 73447, 109288, 26473, 99306, 36085, 230133, 185342]","[232096, 275457, 305827, 150021, 41162, 45483, 466890, 36013, 243422, 35022, 31568, 161937, 36085, 230133, 185342, 467478, 22969, 110110]","[37889, 141126, 200743, 41162, 179115, 467499, 181294, 109650, 466834, 230133, 240790, 129241, 215419, 288349, 410015]","[238529, 200743, 41162, 179115, 467499, 666957, 466832, 133201, 35442, 466834, 36085, 240790, 230133, 561849, 215419, 196957, 288349, 410015]"
8466,[],[],[],[],"[279490, 362694, 35496, 45418, 46893, 157838, 23823, 278285, 35345, 37234, 109491, 24501, 26552, 46008, 39225, 23069]","[278285, 157838, 23823, 35345, 166676, 190872, 425255, 35496, 46893, 109491, 24501, 26552, 39225, 46008, 279490, 362694, 72665, 114268, 45418, 23792, 37234, 30974]","[538112, 278285, 157838, 166676, 502421, 502420, 190872, 425255, 35496, 46893, 604589, 109491, 26552, 39225, 46008, 46010, 94267, 41280, 279490, 215245, 72665, 114268, 95336, 303339, 23792, 37234, 23293, 30974]","[41280, 538112, 279490, 35496, 95336, 178538, 303339, 209384, 278285, 215245, 23792, 109491, 166676, 26675, 502420, 26552, 72665, 46010, 94267, 23293]","[41280, 30841, 279490, 187266, 538112, 209405, 95336, 209384, 303339, 23792, 109491, 166676, 160627, 212470, 26552, 72665, 46010, 94267, 23293, 149855]"
8467,[],"[35968, 33697, 47575, 32960, 131845, 17319, 32559, 34622, 30963, 32725, 23127, 24984, 109147, 32891, 17528, 32957, 32952]","[29568, 35968, 195585, 23310, 56852, 23575, 24984, 33697, 17319, 23081, 32559, 32952, 23864, 32957, 34622, 38077, 32960, 32961, 212420, 32714, 32725, 194134, 47575, 23127, 109147, 23918, 17391, 30963, 17528, 32891]","[35968, 195585, 23310, 23186, 56852, 24984, 49562, 32932, 23081, 46381, 32559, 23864, 38077, 32957, 34622, 32960, 32703, 172486, 32714, 32725, 47575, 23127, 32484, 133997, 23918, 17391, 30963, 17528]","[35968, 195585, 34946, 35725, 23186, 56852, 14100, 39079, 23081, 32559, 23104, 46023, 32714, 23765, 32725, 47575, 23127, 192856, 32484, 25579, 39660, 133997, 23918, 23151, 17528, 29049]","[35968, 25600, 35725, 181262, 33553, 23186, 14100, 23445, 276119, 280472, 67228, 39079, 32559, 301234, 107066, 23104, 172486, 46023, 23765, 32725, 47575, 192856, 32484, 23151, 118896, 17528, 29049]","[35968, 34946, 407308, 35725, 181262, 282253, 33553, 14100, 23445, 276119, 67228, 39079, 212420, 172486, 4939, 32973, 23765, 32725, 47575, 192856, 388456, 23151, 183412, 17528, 29049]","[35968, 34946, 35725, 181262, 282253, 33553, 110738, 14100, 67228, 314399, 32559, 95793, 301237, 24002, 212420, 172489, 23117, 32973, 32725, 47575, 388456, 23151, 17528, 29049]","[35968, 35725, 181262, 282253, 110738, 14100, 408981, 67228, 314399, 32559, 255538, 449205, 469957, 172489, 32973, 28110, 32725, 47575, 189927, 388456, 17528, 29049]"
8472,"[24411, 24740, 33418, 17866, 30988, 24527, 24655, 30352, 38802, 36786, 38836, 32562, 23927, 24408, 109434, 43259, 38812, 24410, 24446]","[24740, 24157, 156008, 33418, 17866, 30988, 30954, 131583, 24527, 24655, 30352, 38802, 36786, 32562, 24410, 43259, 37277, 24446, 31103]","[31104, 23949, 30352, 38802, 23073, 24740, 30885, 113836, 36786, 32562, 24116, 111930, 26171, 25150, 31103, 17866, 24527, 24157, 34275, 156008, 37868, 43259, 41980, 24446, 131583]","[31104, 24064, 33468, 34275, 242308, 24230, 37868, 30352, 24209, 38802, 36786, 32562, 24116, 160243, 169721, 111930, 41980, 25150, 131583]","[242308, 30352, 30362, 23073, 24230, 30635, 36786, 32562, 36410, 33468, 25150, 175947, 24150, 24157, 24159, 34275, 37868, 25075, 35443, 32627, 40563, 160243, 39032, 169721, 131583]","[24064, 46353, 70297, 30362, 209439, 23073, 39331, 24230, 150833, 36786, 111801, 25150, 67008, 33863, 414792, 175947, 128209, 167634, 24150, 24159, 37868, 37233, 25075, 35443, 32627, 40563, 160243, 184822, 169721]","[109058, 103428, 50189, 118929, 165526, 70297, 30362, 114218, 22964, 25150, 32579, 33863, 414792, 128209, 167634, 24150, 24159, 144996, 37233, 35443, 32627, 113908, 169721, 188540]","[109058, 103428, 30348, 50189, 118929, 109330, 165526, 30362, 520230, 432040, 114218, 22964, 25150, 32579, 167634, 24150, 24159, 39139, 42598, 38759, 180330, 37233, 35443, 32627, 113908, 26108]","[109058, 30348, 109330, 30362, 158879, 520230, 432040, 303919, 22964, 25150, 598091, 101969, 24150, 24159, 750435, 42598, 38759, 180330, 37233, 35443, 184822, 26108]"
8475,[],[],[],[],"[27168, 149345, 131394, 173922, 26916, 184100, 154276, 72931, 36843, 180364, 174220, 6798, 182847, 36852, 120116, 37943, 200633, 208699, 242300, 105695]","[27168, 131394, 105695, 154276, 72931, 37065, 21834, 36843, 180364, 174220, 26606, 27423, 120116, 38777, 208986, 208699, 149279]","[36872, 139922, 466203, 27168, 154276, 276261, 120116, 559029, 78902, 208699, 39102, 98368, 38339, 37963, 376780, 80592, 104410, 104411, 208348, 33117, 8930, 467052, 26606, 178291, 32760]","[36872, 277772, 201102, 200718, 139922, 5272, 466203, 276261, 213799, 239528, 45490, 257843, 120116, 78902, 208699, 98368, 38339, 561604, 362187, 208718, 80592, 291929, 512730, 305248, 8930, 40679, 26606, 169204, 32760]","[561604, 276261, 213799, 362187, 277772, 277325, 208718, 201102, 200718, 94008, 257843, 32760, 291929, 512730, 449276, 5272, 354494]"
8479,"[37440, 57057, 18628, 99333, 75398, 33958, 42310, 37448, 102572, 37423, 30897, 75474, 38035, 37434, 74747]","[37440, 57057, 114339, 18628, 99333, 33958, 75398, 42310, 37448, 102572, 37423, 38035, 38036, 37434, 74747, 34268]",[],[],[],[],[],[],[]
8481,"[26240, 26242, 25538, 40676, 26245, 145058, 31684, 38952, 94313, 26238, 111909, 38951, 46757, 26233, 26290, 26227, 26231, 111801, 26236, 26494]","[26240, 26242, 26245, 26118, 93327, 26262, 131991, 46232, 145058, 46242, 111909, 46757, 38951, 38952, 39339, 26290, 111801, 11329, 25538, 31684, 17875, 74838, 94313, 26227, 26231, 26233, 26236, 26238]","[26242, 26245, 93327, 26262, 46232, 46242, 111909, 46757, 192807, 38952, 38951, 26290, 111801, 11329, 25538, 31684, 17875, 74838, 120919, 240236, 26233, 26236]","[26242, 26245, 41098, 46232, 131995, 145058, 46242, 111909, 192807, 93996, 26290, 78904, 111801, 39994, 26300, 11329, 41160, 17875, 74838, 167254, 210146, 40676, 240236, 240367, 26227, 215412, 26236, 26238]","[167555, 26244, 26245, 41098, 46232, 131995, 145058, 157859, 46242, 93994, 26290, 78904, 39994, 246332, 11329, 41160, 94545, 17875, 215766, 74838, 240236, 240367, 94329]","[167555, 26244, 41160, 41098, 93994, 93327, 94545, 26290, 215412, 46232, 131995, 360156]",[],[],[]
8483,[],[],"[35554, 23299, 40548, 39109, 24772, 29571, 46344, 23464, 72810, 22959, 40563, 37651, 24469, 24694, 14551, 23736, 23065, 127133, 21853]","[23299, 29571, 46344, 35983, 35345, 37651, 24469, 23065, 127133, 23453, 23464, 22959, 23736, 40383, 24772, 17866, 35554, 40548, 72810, 40563, 24694]",[],[],[],[],[]
8485,"[32418, 32419, 29669, 32453, 32421, 32456, 32457, 38761, 32427, 24813, 32430, 33553, 32436, 23093, 38966, 29720, 40570, 32412, 23839]","[183425, 33553, 29720, 32412, 45596, 23839, 32418, 32419, 32421, 32427, 32430, 182193, 32436, 23093, 38966, 23869, 32453, 32456, 38761, 24813, 118896, 150517, 31479, 40570]","[183425, 34443, 35725, 33553, 97810, 45596, 199325, 23839, 32418, 32419, 32421, 180137, 32427, 32430, 182193, 164017, 182195, 32436, 38966, 32567, 23740, 23869, 32453, 38495, 32485, 38761, 11498, 118896, 118897, 24701]","[25600, 50051, 34443, 97810, 23187, 109588, 33948, 199325, 45596, 32415, 32418, 32419, 39330, 32421, 22952, 180137, 32427, 182193, 24114, 32436, 32567, 23740, 32323, 32200, 189927, 38761, 118896, 118897, 24701]","[25600, 119435, 23187, 109588, 32411, 33948, 199325, 32415, 32418, 32419, 39330, 22952, 180137, 32427, 32430, 182193, 24114, 182195, 23740, 23999, 25416, 32844, 32866, 189927, 118896, 118897, 315888, 263673, 24701]","[193800, 119435, 23692, 24210, 32411, 171803, 199325, 32418, 32419, 22952, 180137, 23083, 24114, 23740, 23999, 443967, 32455, 25416, 32844, 214617, 32866, 189927, 315888, 118897]","[35463, 193800, 98057, 119435, 32411, 199325, 32418, 32419, 31916, 23740, 32455, 25416, 23881, 47559, 32844, 32465, 171094, 214617, 189927, 118896, 118897, 315888, 410361]","[35463, 254472, 98057, 193800, 119435, 32411, 388894, 410017, 32418, 32419, 31916, 32833, 32455, 25416, 47559, 32844, 32465, 32593, 171094, 188000, 189927, 317544, 118896, 118897, 315888]","[190851, 35463, 98057, 119435, 32419, 31916, 180274, 105022, 443967, 553798, 32455, 25416, 47559, 32844, 528212, 171094, 417759, 180197, 118896, 118897, 315888, 551805]"
8521,[],[],"[33344, 33440, 167557, 69835, 159352, 157806, 37560, 93359, 25522, 35444, 46549, 40728, 11320, 134232, 39965, 41182, 93471]","[18945, 167557, 198278, 40712, 21776, 40728, 39965, 93471, 33440, 39971, 145066, 93359, 93361, 25522, 37560, 11320, 32574, 33344, 69835, 46549, 52054, 134232, 94044, 41182, 14560, 157806, 35444, 112117, 159352]","[18945, 167557, 32776, 302985, 21776, 40728, 39965, 93471, 39971, 145066, 93361, 25522, 37560, 32574, 33344, 32577, 78411, 46549, 52054, 148827, 41182, 14560, 25824, 35444, 112117, 112119, 159352, 37241]","[167557, 26251, 421785, 93471, 26275, 39971, 145066, 93359, 93361, 26164, 37560, 32577, 184521, 78411, 46549, 148827, 41182, 14560, 289252, 158962, 35444, 112119, 159352, 37241, 303355]",[],[],[]
8524,"[41536, 39201, 18500, 39622, 31207, 39208, 27657, 41930, 39210, 38762, 41869, 27599, 42579, 27671, 42645, 42390, 39190, 41269, 38490, 39197]","[39170, 39429, 27657, 41869, 39696, 42645, 42390, 39190, 41496, 41497, 39201, 39210, 39474, 41269, 41536, 166595, 18500, 39622, 42696, 41930, 39502, 27599, 42579, 38490, 31207, 38762, 15732]","[41536, 39201, 39170, 34969, 39622, 24456, 41930, 39210, 38762, 41869, 39502, 41497, 39696, 15732, 42645, 42390, 27703, 39190, 37525]","[41536, 39201, 39170, 172899, 24484, 127460, 150407, 41869, 39694, 182765, 39376, 41879, 29587, 49940, 42645, 39190, 27671, 41497, 42650, 35421]","[39170, 150407, 24456, 41869, 39694, 29587, 49940, 42645, 41879, 27671, 41497, 42650, 42009, 39201, 39713, 24484, 104744, 39726, 47564, 39376, 74452, 35421, 172899, 127460, 244835, 18923, 182765, 15732]","[39170, 103941, 38922, 39694, 29587, 49940, 27671, 42650, 39201, 37537, 39713, 24484, 104744, 39726, 24500, 41536, 195413, 195414, 35421, 244835, 127460]","[299393, 39170, 27660, 27663, 29587, 49940, 212630, 27671, 42650, 39201, 206242, 24484, 45220, 39207, 27690, 39726, 182836, 198583, 39229, 26315, 244811, 68436, 195413, 195414, 35421, 244835, 73841, 94326]","[575364, 38922, 30603, 27660, 127374, 29587, 49940, 212630, 41879, 27671, 42650, 39201, 45220, 39207, 39726, 25519, 24500, 182836, 39229, 244811, 68436, 195413, 35421, 42478, 73841, 94326, 35575, 39294]","[485634, 41475, 575364, 127374, 212630, 41879, 27671, 39447, 42650, 198559, 39201, 45220, 39207, 40621, 39726, 25519, 24500, 182836, 400957, 35421, 260964, 435684, 201704, 73841, 210932, 35575, 506364]"
8525,[],"[45830, 45836, 161933, 26637, 33684, 33685, 26519, 110107, 163227, 41631, 184618, 45485, 45488, 26678, 170441, 41162, 104010, 109649, 46291, 42710, 26711, 38246, 25958, 27367, 179047]","[26628, 45830, 45836, 26637, 73359, 33684, 209429, 26519, 163608, 163227, 184618, 45485, 45488, 37937, 5687, 102719, 42824, 170441, 104010, 26699, 202447, 109648, 109649, 46291, 26708, 182228, 42710, 107994, 27367, 179047, 45435]","[26594, 12418, 26628, 42824, 170441, 26699, 95212, 45485, 73359, 202447, 109649, 240561, 43217, 182228, 213722, 107994, 163227]","[26656, 10880, 253120, 26721, 110150, 280038, 179175, 110185, 45483, 178541, 21645, 202447, 33488, 163608, 164209, 45837, 45778, 142992, 303568, 47192]","[26656, 10880, 253120, 26721, 31205, 110150, 280038, 179175, 45483, 27276, 178541, 21645, 202447, 33488, 164209, 45837, 303568, 438320, 163608]","[47552, 10880, 156546, 143523, 305831, 178506, 27276, 21645, 45837, 145586, 101586, 242260, 186136, 243481, 209371]","[10880, 156546, 106373, 171786, 45837, 186136, 243481, 143523, 257828, 412708, 305831, 145586, 17848, 118843, 47552, 298449, 101586, 242260, 12245, 26708, 112471, 209371]","[10880, 156546, 143523, 412708, 292773, 106373, 305831, 504613, 45481, 171786, 252969, 45837, 101586, 26708, 243509, 40662, 112471, 17848, 243481, 172346]"
8526,[],[],"[154979, 66723, 110135, 109639, 186440, 26683, 45917, 109647, 26608, 26609, 26484, 26677, 38262, 150199, 174747, 26653, 26526, 238879]","[26508, 240788, 240790, 26653, 66723, 179239, 26677, 110135, 110136, 278842, 150203, 248123, 38341, 109639, 186440, 109647, 45917, 154979, 178788, 106474, 26608, 26609, 26484, 38262, 189052]","[178788, 38341, 150203, 179239, 186440, 46085, 106474, 45917, 26508, 37806, 109647, 26608, 248123, 240788, 240790, 26683, 189052, 26653, 26526, 200607]",[],[],"[467488, 243489, 351939, 651112, 179208, 209418, 46059, 186923, 657454, 467024, 467027, 240788, 298933, 586678, 467513, 248154, 248123]","[467488, 351939, 179208, 209418, 248154, 657454, 467024, 166065, 32593, 240788, 298933, 586678, 351898]"
8528,"[38816, 34466, 97988, 24230, 24841, 34987, 25005, 35472, 127857, 24528, 37684, 34421, 41877, 24663, 24886, 111865, 24890, 25150, 35327]","[35472, 118929, 41877, 129817, 24230, 34987, 25005, 37684, 24886, 23991, 25150, 97988, 40015, 22991, 30805, 24663, 38491, 30953, 72810, 31085, 127857, 34421, 111865, 71550]","[29581, 35472, 118929, 129817, 33439, 24230, 34987, 18859, 25005, 24886, 25156, 101192, 160713, 22991, 40015, 11736, 25948, 96481, 28901, 30953, 106228, 34421, 111865, 71550]","[49825, 24452, 25156, 28901, 26631, 101192, 180330, 22991, 35472, 118929, 40015, 41071, 106228, 34421, 129817, 150328, 11736, 111865, 25948, 71550]","[26631, 35472, 118929, 77727, 49825, 45605, 18859, 150328, 33856, 25156, 25415, 101192, 22991, 11736, 25948, 28901, 41061, 38254, 41071, 111865, 71550]","[33856, 25156, 28901, 41061, 25415, 101192, 26631, 30922, 212389, 71844, 25005, 38254, 22991, 35472, 118929, 41071, 172841, 186054, 11736, 111865]",[],[],[]
8529,"[103266, 41411, 24391, 18923, 42091, 41326, 39599, 39696, 39694, 39474, 39763, 24403, 24405, 39222, 39218, 39538, 41404, 24412, 96509, 24414]","[103266, 41411, 39299, 24391, 18923, 42091, 41326, 39599, 39313, 39538, 39763, 24403, 24405, 39222, 35641, 41404, 24412, 96509, 24414]","[39299, 111747, 42502, 41478, 111741, 27672, 39599, 41136, 39474, 39222, 35641, 41404, 41411, 34633, 39763, 24403, 24405, 42583, 41433, 112476, 24412, 24414, 103266, 42091, 41326, 39538, 96509]","[103266, 111747, 172644, 27685, 42502, 41478, 34633, 166121, 41326, 155056, 39763, 24403, 24405, 39222, 41433, 112476, 96509, 24414]","[42502, 41478, 210704, 79253, 181910, 27672, 281760, 155056, 34633, 39763, 160211, 24405, 71768, 41433, 112476, 24414, 103266, 172644, 41326, 42478, 150388, 35575, 96509]","[42502, 41478, 210704, 79253, 27672, 74009, 120221, 281760, 155056, 89079, 34633, 24405, 71768, 41433, 361946, 112476, 24414, 103266, 118883, 172644, 41326, 42478, 150388, 35575]","[364164, 195589, 518663, 210704, 79253, 27672, 74009, 281760, 128803, 41769, 215723, 282420, 165952, 111818, 192079, 282706, 24405, 71768, 361946, 24414, 190562, 118883, 172644, 263276, 41326, 42478, 89079]","[518663, 210704, 79253, 27672, 74009, 195998, 281760, 41769, 215723, 75445, 111818, 192079, 24405, 71768, 203739, 24414, 190562, 157284, 41326, 168569, 150395, 541820]",[]
8530,"[18816, 18823, 37520, 39699, 42901, 96534, 39706, 18590, 56992, 40865, 39714, 41387, 42035, 42696, 39267, 39271, 39273, 39274, 28907, 39541, 37503]","[18816, 18823, 37768, 37520, 39314, 39699, 37522, 42901, 96534, 39706, 18590, 56992, 39714, 41129, 12209, 42431, 18880, 47553, 121286, 77767, 39267, 39271, 39273, 39274, 28907, 39284, 39541, 39415, 37503]","[18816, 18823, 37768, 39314, 37522, 42901, 39706, 18590, 56992, 45220, 42431, 18880, 47553, 213317, 77767, 39510, 39267, 39271, 33640, 28907, 39533, 39284, 39541, 74229, 39415]","[18816, 18823, 37768, 24459, 39314, 37522, 42901, 37273, 39706, 18590, 56992, 45220, 18733, 42431, 18880, 47553, 41412, 213317, 121286, 77767, 97487, 39510, 41694, 39267, 39271, 33640, 28907, 39533, 39284, 39541, 39415, 150393]","[25735, 37768, 24459, 39314, 37273, 56992, 281762, 45220, 18733, 12209, 281019, 42431, 18880, 41412, 77767, 97487, 39510, 41694, 39267, 166509, 39284, 39415, 150393, 362110]","[37768, 24459, 37273, 56992, 21410, 45220, 113702, 110378, 424875, 18733, 281019, 30907, 30143, 18880, 156097, 41412, 77767, 291655, 230476, 42579, 41694, 115297, 39267, 33640, 244840, 28907, 166509, 39284, 239350, 39415]","[18880, 115297, 156097, 21410, 41412, 77767, 37768, 291655, 28907, 230476, 18733, 166509, 364108, 281019, 39415, 156793, 30907, 30143]",[],[]
8533,"[24448, 24454, 25479, 42003, 39702, 42008, 39721, 41513, 39477, 26315, 27731, 42581, 42582, 39638, 24409, 113762, 32750, 24436, 39286, 24440, 24443]","[24448, 24454, 25479, 42003, 42008, 42651, 39721, 39337, 39477, 39745, 26315, 41807, 27731, 42581, 39638, 39264, 113762, 32750, 24436, 39286, 24443]","[24448, 25479, 38920, 42003, 42008, 26522, 42651, 39200, 39721, 74410, 97195, 39477, 42425, 39745, 26315, 41309, 181984, 113762, 39273, 24436, 39286, 24443]","[24448, 39426, 58499, 24454, 42119, 38920, 42008, 42651, 39721, 33706, 26285, 39477, 42425, 39487, 41309, 181984, 113762, 26472, 39273, 27630, 26223, 24436, 39286, 95225, 24443]","[24448, 58499, 38920, 42008, 42651, 33706, 25519, 41394, 39477, 42425, 39487, 73024, 109121, 173509, 181984, 113762, 39273, 50669, 27630, 26223, 168047, 24436, 95225, 183547, 161661]","[24448, 72448, 39426, 37254, 24454, 39304, 38920, 42003, 299411, 42008, 42651, 39470, 25519, 39487, 109121, 173509, 103882, 449229, 288591, 68436, 181984, 39273, 49897, 50669, 27630, 26223, 168047, 42482, 24436, 15732, 41852, 161662]","[24448, 24450, 39426, 24454, 42502, 39304, 38920, 41098, 42003, 42008, 36121, 42651, 181920, 39470, 25519, 24504, 39487, 109121, 42437, 168390, 42579, 24403, 39267, 45413, 39273, 50669, 26223, 168047, 15732, 73845, 239350, 161661, 161662, 37503]","[24448, 39304, 22283, 42008, 36121, 181920, 212770, 57123, 528439, 24504, 39487, 109121, 42437, 168390, 39267, 45413, 39273, 127209, 182765, 166509, 26223, 15732, 37503]","[24448, 39304, 22283, 42008, 36121, 33816, 195998, 212770, 57123, 24504, 39487, 39232, 109121, 18880, 150464, 42437, 41542, 27731, 39273, 166509, 26223, 15732, 37503]"
8534,[],[],[],[],[],[],"[187360, 212643, 362212, 41540, 212644, 282723, 293160, 299370, 358155, 30284, 282731, 41688, 37457, 104434, 206322, 163255, 365624, 39294]","[358155, 193439, 206242, 212643, 212644, 212645, 237606, 41640, 163255, 365624, 438456, 182849, 41540, 192842, 30284, 37457, 282723, 362212, 299370, 282731, 620524, 104434, 612212, 189557]","[39302, 41865, 193439, 206242, 212643, 212645, 237606, 41640, 178732, 438456, 42429, 184770, 41540, 192842, 30284, 415308, 282723, 362212, 299370, 282731, 620524, 239213, 104434, 612212]"
8535,"[24453, 39304, 24459, 39311, 33816, 30881, 39719, 25772, 39729, 24502, 24503, 24504, 24506, 24507, 39621, 24013, 24536, 33888, 40165, 24549, 39658, 31725, 92666]","[24506, 30881, 39621, 39719, 31739, 39304, 24536, 24459, 24013, 31725, 39311, 42478, 24502, 24503, 24504, 33816, 92666, 24507, 27705]","[39311, 33816, 30881, 39719, 41269, 24502, 24503, 24504, 24506, 24507, 35643, 39621, 27719, 27721, 24013, 46030, 24536, 155738, 39644, 118879, 170599, 31725, 42478, 239213, 25587, 92666, 31739, 30974]","[39311, 30881, 39719, 178603, 41269, 24502, 184629, 24504, 24507, 35643, 41404, 30974, 39621, 27721, 24013, 24536, 155738, 118879, 244840, 213485, 31725, 239213, 25587, 30966, 92666, 39422]","[178955, 47373, 18590, 113318, 39207, 37545, 35497, 178603, 27694, 176186, 24507, 30974, 41671, 27721, 24536, 155738, 39393, 244840, 213485, 239213, 25587, 30709, 92666, 39422]","[178955, 47373, 27411, 38433, 113318, 39207, 37545, 35497, 178603, 38699, 27694, 176186, 155066, 38458, 37824, 24132, 41671, 196169, 206793, 282060, 24536, 144999, 32751, 147951, 206322, 30709, 165624, 92666]","[40961, 141699, 178955, 47373, 24208, 27411, 239774, 38433, 39331, 113318, 39719, 27560, 37545, 38699, 27694, 184629, 155066, 176186, 38458, 27326, 37824, 41411, 206793, 196169, 282060, 297556, 24536, 18521, 144999, 358759, 32751, 147951, 210932]","[41475, 141699, 178955, 47373, 38433, 414245, 113318, 37545, 38699, 387499, 103218, 184629, 38458, 27326, 37824, 196169, 24536, 18521, 103266, 144999, 21613, 292462, 147951, 206322, 210932, 265725, 37631]","[141699, 47373, 38433, 414245, 113318, 103218, 184629, 43319, 38458, 213704, 196169, 18506, 282059, 24536, 134236, 103266, 144999, 21613, 147951, 206322, 37631]"
8537,[],"[26784, 155268, 11685, 42600, 42601, 39722, 37457, 39539, 39732, 27667, 39350, 40757, 27606, 25337, 42650, 37499, 42396]","[41862, 41350, 50055, 39435, 27667, 42650, 42396, 26784, 27558, 39722, 39470, 39732, 40757, 39350, 30136, 118713, 42702, 37457, 27605, 41942, 42600, 42601, 39539, 25337, 37499]",[],[],"[181920, 362113, 362115, 120132, 163557, 79256, 317156, 41369, 244816, 39569, 111794, 41329, 3377, 73047, 177688, 42393, 39643, 27613]","[56992, 39490, 362115, 120132, 163557, 79256, 317156, 41369, 41948, 244816, 39569, 111794, 51348, 177688, 42393, 39643, 239964, 27613]",[],[]
